-5,-0.0246961483,3.1921903662
-4.99875,-0.0318102502,4.9762551097
-4.9975,-0.0318102502,4.9727362443
-4.99625,-0.0318102502,4.9727362443
-4.995,-0.0318102502,4.9762551097
-4.99375,-0.0318102502,4.9762551097
-4.9925,-0.0318102502,4.9727362443
-4.99125,-0.0318102502,4.9727362443
-4.99,-0.0318102502,4.9727362443
-4.98875,-0.0318102502,4.9727362443
-4.9875,-0.0318102502,4.9727362443
-4.98625,-0.0318102502,4.9762551097
-4.985,-0.0318102502,4.9727362443
-4.98375,-0.0318102502,4.9727362443
-4.9825,-0.0318102502,4.9727362443
-4.98125,-0.0318102502,4.9727362443
-4.98,-0.0318102502,4.9762551097
-4.97875,-0.0318102502,4.9727362443
-4.9775,-0.0318102502,4.9727362443
-4.97625,-0.0318102502,4.9762551097
-4.975,-0.0318102502,4.9727362443
-4.97375,-0.0318102502,4.9762551097
-4.9725,-0.0318102502,4.9762551097
-4.97125,-0.0318102502,4.9762551097
-4.97,-0.0318102502,4.9762551097
-4.96875,-0.0318102502,4.9762551097
-4.9675,-0.0318102502,4.9727362443
-4.96625,-0.0318102502,4.9762551097
-4.965,-0.0318102502,4.9727362443
-4.96375,-0.0318102502,4.9762551097
-4.9625,-0.0318102502,4.9762551097
-4.96125,-0.0318102502,4.9762551097
-4.96,-0.0318102502,4.9762551097
-4.95875,-0.0318102502,4.9762551097
-4.9575,-0.0318102502,4.9762551097
-4.95625,-0.0318102502,4.9762551097
-4.955,-0.0318102502,4.9762551097
-4.95375,-0.0318102502,4.9762551097
-4.9525,-0.0318102502,4.9762551097
-4.95125,-0.0318102502,4.9762551097
-4.95,-0.0318102502,4.9762551097
-4.94875,-0.0318102502,4.9762551097
-4.9475,-0.0318102502,4.9762551097
-4.94625,-0.0318102502,4.9762551097
-4.945,-0.0318102502,4.9762551097
-4.94375,-0.0318102502,4.9762551097
-4.9425,-0.0318102502,4.9762551097
-4.94125,-0.0318102502,4.9762551097
-4.94,-0.0318102502,4.9762551097
-4.93875,-0.0318102502,4.9762551097
-4.9375,-0.0318102502,4.9762551097
-4.93625,-0.0318102502,4.9762551097
-4.935,-0.0318102502,4.9762551097
-4.93375,-0.0318102502,4.9762551097
-4.9325,-0.0318102502,4.9762551097
-4.93125,-0.0318102502,4.9727362443
-4.93,-0.0318102502,4.9762551097
-4.92875,-0.0318102502,4.9762551097
-4.9275,-0.0318102502,4.9762551097
-4.92625,-0.0318102502,4.9762551097
-4.925,-0.0318102502,4.9762551097
-4.92375,-0.0318102502,4.9762551097
-4.9225,-0.0318102502,4.9727362443
-4.92125,-0.0318102502,4.9762551097
-4.92,-0.0318102502,4.9762551097
-4.91875,-0.0318102502,4.9762551097
-4.9175,-0.0318102502,4.9762551097
-4.91625,-0.0318102502,4.9727362443
-4.915,-0.0318102502,4.9727362443
-4.91375,-0.0318102502,4.9727362443
-4.9125,-0.0318102502,4.9762551097
-4.91125,-0.0318102502,4.9762551097
-4.91,-0.0318102502,4.9762551097
-4.90875,-0.0318102502,4.9762551097
-4.9075,-0.0318102502,4.9762551097
-4.90625,-0.0318102502,4.9762551097
-4.905,-0.0318102502,4.9762551097
-4.90375,-0.0318102502,4.9762551097
-4.9025,-0.0318102502,4.9762551097
-4.90125,-0.0318102502,4.9727362443
-4.9,-0.0318102502,4.9727362443
-4.89875,-0.0318102502,4.9727362443
-4.8975,-0.0318102502,4.9727362443
-4.89625,-0.0318102502,4.9727362443
-4.895,-0.0318102502,4.9727362443
-4.89375,-0.0318102502,4.9762551097
-4.8925,-0.0318102502,4.9762551097
-4.89125,-0.0318102502,4.9762551097
-4.89,-0.0318102502,4.9762551097
-4.88875,-0.0318102502,4.9762551097
-4.8875,-0.0318102502,4.9727362443
-4.88625,-0.0318102502,4.9727362443
-4.885,-0.0318102502,4.9762551097
-4.88375,-0.0318102502,4.9727362443
-4.8825,-0.0318102502,4.9762551097
-4.88125,-0.0318102502,4.9727362443
-4.88,-0.0318102502,4.9762551097
-4.87875,-0.0318102502,4.9762551097
-4.8775,-0.0318102502,4.9727362443
-4.87625,-0.0318102502,4.9727362443
-4.875,-0.0318102502,4.9727362443
-4.87375,-0.0318102502,4.9762551097
-4.8725,-0.0318102502,4.9727362443
-4.87125,-0.0318102502,4.9727362443
-4.87,-0.0318102502,4.9762551097
-4.86875,-0.0318102502,4.9762551097
-4.8675,-0.0318102502,4.9727362443
-4.86625,-0.0318102502,4.9762551097
-4.865,-0.0318102502,4.9762551097
-4.86375,-0.0318102502,4.9727362443
-4.8625,-0.0318102502,4.9762551097
-4.86125,-0.0318102502,4.9727362443
-4.86,-0.0318102502,4.9727362443
-4.85875,-0.0318102502,4.9727362443
-4.8575,-0.0318102502,4.9762551097
-4.85625,-0.0318102502,4.9727362443
-4.855,-0.0318102502,4.9762551097
-4.85375,-0.0318102502,4.9762551097
-4.8525,-0.0318102502,4.9762551097
-4.85125,-0.0318102502,4.9727362443
-4.85,-0.0318102502,4.9727362443
-4.84875,-0.0318102502,4.9727362443
-4.8475,-0.0318102502,4.9727362443
-4.84625,-0.0318102502,4.9727362443
-4.845,-0.0318102502,4.9727362443
-4.84375,-0.0318102502,4.9727362443
-4.8425,-0.0318102502,4.9762551097
-4.84125,-0.0318102502,4.9762551097
-4.84,-0.0318102502,4.9727362443
-4.83875,-0.0318102502,4.9727362443
-4.8375,-0.0318102502,4.9727362443
-4.83625,-0.0318102502,4.9727362443
-4.835,-0.0318102502,4.9727362443
-4.83375,-0.0318102502,4.9762551097
-4.8325,-0.0318102502,4.9727362443
-4.83125,-0.0318102502,4.9727362443
-4.83,-0.0318102502,4.9727362443
-4.82875,-0.0318102502,4.9727362443
-4.8275,-0.0318102502,4.9727362443
-4.82625,-0.0318102502,4.9727362443
-4.825,-0.0318102502,4.9727362443
-4.82375,-0.0318102502,4.9727362443
-4.8225,-0.0318102502,4.9727362443
-4.82125,-0.0318102502,4.9727362443
-4.82,-0.0318102502,4.9727362443
-4.81875,-0.0318102502,4.9727362443
-4.8175,-0.0318102502,4.9727362443
-4.81625,-0.0318102502,4.9727362443
-4.815,-0.0318102502,4.9727362443
-4.81375,-0.0318102502,4.9727362443
-4.8125,-0.0318102502,4.9727362443
-4.81125,-0.0318102502,4.9727362443
-4.81,-0.0318102502,4.9727362443
-4.80875,-0.0318102502,4.9727362443
-4.8075,-0.0318102502,4.9727362443
-4.80625,-0.0318102502,4.9727362443
-4.805,-0.0318102502,4.9727362443
-4.80375,-0.0318102502,4.9727362443
-4.8025,-0.0318102502,4.9727362443
-4.80125,-0.0318102502,4.9727362443
-4.8,-0.0318102502,4.9727362443
-4.79875,-0.0318102502,4.9727362443
-4.7975,-0.0318102502,4.9762551097
-4.79625,-0.0318102502,4.9727362443
-4.795,-0.0318102502,4.9727362443
-4.79375,-0.0318102502,4.9727362443
-4.7925,-0.0318102502,4.9727362443
-4.79125,-0.0318102502,4.9727362443
-4.79,-0.0318102502,4.9727362443
-4.78875,-0.0318102502,4.9727362443
-4.7875,-0.0318102502,4.9727362443
-4.78625,-0.0318102502,4.9727362443
-4.785,-0.0318102502,4.9727362443
-4.78375,-0.0318102502,4.9727362443
-4.7825,-0.0318102502,4.9727362443
-4.78125,-0.0318102502,4.9727362443
-4.78,-0.0318102502,4.9727362443
-4.77875,-0.0318102502,4.9727362443
-4.7775,-0.0318102502,4.9727362443
-4.77625,-0.0318102502,4.9727362443
-4.775,-0.0318102502,4.9727362443
-4.77375,-0.0318102502,4.9727362443
-4.7725,-0.0318102502,4.9727362443
-4.77125,-0.0318102502,4.9727362443
-4.77,-0.0318102502,4.9727362443
-4.76875,-0.0318102502,4.9727362443
-4.7675,-0.0318102502,4.9727362443
-4.76625,-0.0318102502,4.9727362443
-4.765,-0.0318102502,4.9762551097
-4.76375,-0.0318102502,4.9727362443
-4.7625,-0.0318102502,4.9727362443
-4.76125,-0.0318102502,4.9727362443
-4.76,-0.0318102502,4.9727362443
-4.75875,-0.0318102502,4.9727362443
-4.7575,-0.0318102502,4.9727362443
-4.75625,-0.0318102502,4.9727362443
-4.755,-0.0318102502,4.9727362443
-4.75375,-0.0318102502,4.9727362443
-4.7525,-0.0318102502,4.9727362443
-4.75125,-0.0318102502,4.9727362443
-4.75,-0.0318102502,4.9727362443
-4.74875,-0.0318102502,4.9727362443
-4.7475,-0.0318102502,4.9727362443
-4.74625,-0.0318102502,4.9727362443
-4.745,-0.0318102502,4.9727362443
-4.74375,-0.0318102502,4.9727362443
-4.7425,-0.0318102502,4.9727362443
-4.74125,-0.0318102502,4.9727362443
-4.74,-0.0318102502,4.9727362443
-4.73875,-0.0318102502,4.9727362443
-4.7375,-0.0318102502,4.9727362443
-4.73625,-0.0318102502,4.9727362443
-4.735,-0.0318102502,4.9727362443
-4.73375,-0.0318102502,4.9727362443
-4.7325,-0.0318102502,4.9727362443
-4.73125,-0.0318102502,4.9727362443
-4.73,-0.0318102502,4.9727362443
-4.72875,-0.0318102502,4.9727362443
-4.7275,-0.0318102502,4.9727362443
-4.72625,-0.0318102502,4.9727362443
-4.725,-0.0318102502,4.9727362443
-4.72375,-0.0318102502,4.9727362443
-4.7225,-0.0318102502,4.9727362443
-4.72125,-0.0318102502,4.9727362443
-4.72,-0.0318102502,4.9727362443
-4.71875,-0.0318102502,4.9727362443
-4.7175,-0.0318102502,4.9727362443
-4.71625,-0.0318102502,4.9727362443
-4.715,-0.0318102502,4.9727362443
-4.71375,-0.0318102502,4.9727362443
-4.7125,-0.0318102502,4.9727362443
